"final_design.1","final_design.2","final_design.3","final_design.4","final_design.5"
"902",1634,1891,300,1788,1941
"903",1135,1223,1084,1661,1564
"904",2,1398,561,1743,1717
"905",765,1616,1410,1008,396
"906",1512,1951,135,410,540
"907",1931,82,108,146,1352
"908",230,1896,1865,1632,1597
"909",1943,68,1110,1682,339
"910",569,890,1528,1655,1172
"911",1307,1249,778,491,1141
"912",1406,710,523,364,173
"913",646,190,209,1756,62
"914",1681,892,479,435,552
"915",1782,1286,1308,1647,1171
"916",1981,761,338,1083,659
"917",1865,1873,1525,1235,518
"918",111,275,1323,215,1740
"919",1366,1399,46,1954,1170
"920",172,1432,383,1931,881
"921",1767,1925,1940,552,603
"922",1025,1765,1206,1271,1529
"923",790,435,1339,1527,446
"924",1776,1690,577,156,1545
"925",357,862,177,754,1804
"926",617,1243,1959,615,1101
"927",89,597,895,1343,2
"928",737,389,544,446,1181
"929",1223,179,401,1165,695
"930",330,309,1515,733,1985
"931",1325,1736,230,938,1979
"932",1029,1001,585,307,73
"933",1408,17,1595,1828,12
"934",1592,1119,1517,1918,1608
"935",1286,1973,1571,1464,791
"936",930,883,1103,1107,438
"937",207,1560,933,479,1403
"938",540,492,1942,3,380
"939",1820,737,1970,402,636
"940",1601,170,1181,1747,1194
"941",1610,61,273,321,776
"942",1644,721,1160,1873,803
"943",1864,16,607,1751,1905
"944",817,74,1899,500,1079
"945",918,1561,888,1358,1267
"946",878,1657,948,1377,982
"947",950,1085,369,557,168
"948",543,174,1046,1399,1553
"949",320,1375,1404,1784,1138
"950",490,1425,1354,648,175
"951",952,337,997,661,58
"952",483,1348,1811,572,787
"953",1571,648,249,1740,137
"954",696,153,368,1000,1485
"955",384,740,94,667,460
"956",85,1528,235,1540,1342
"957",407,1353,568,399,1366
"958",133,1957,79,1396,1983
"959",1692,1191,1988,1804,693
"960",871,1571,1440,1678,910
"961",1097,123,949,429,24
"962",755,1315,1262,346,1812
"963",1350,706,1808,1334,57
"964",634,1783,129,237,27
"965",41,119,1191,844,1270
"966",460,51,153,529,1007
"967",749,785,180,582,1963
"968",581,673,1746,417,1441
"969",1019,405,1482,1670,1948
"970",1990,529,51,1935,1453
"971",1868,192,883,13,1428
"972",852,1230,474,1134,1404
"973",125,326,1552,1076,333
"974",1860,1009,1847,180,1791
"975",1633,1362,640,421,185
"976",919,1759,587,961,1969
"977",1528,1907,270,1376,1761
"978",379,629,119,787,1379
"979",1939,1881,468,1452,1739
"980",760,1816,1961,1502,993
"981",1626,588,1004,575,1683
"982",313,757,603,1259,331
"983",1577,496,1360,54,1700
"984",886,809,873,1330,892
"985",1331,1866,1145,1654,630
"986",892,1485,1301,202,978
"987",1867,1625,863,793,1407
"988",130,1115,426,476,415
"989",163,875,542,241,232
"990",666,860,685,1716,200
"991",1369,33,328,219,1910
"992",895,1169,363,1570,827
"993",1288,52,1655,1723,1437
"994",994,1087,688,1006,1204
"995",1409,1963,1936,1717,838
"996",583,1372,1251,1025,1017
"997",1100,201,1018,798,1374
"998",1045,885,563,1223,1702
"999",1989,1146,1422,222,144
"1000",935,345,1684,1925,170
"1001",337,152,754,817,1462
"1002",397,1646,124,884,237
"1003",819,758,1618,522,79
"1004",1635,403,867,834,1841
"1005",1316,1692,1039,1802,276
"1006",142,582,635,370,1044
"1007",1793,803,1228,1302,234
"1008",746,720,703,1865,100
"1009",1398,872,1928,257,305
"1010",840,1715,1090,2000,267
"1011",1086,568,386,1684,1498
"1012",302,888,907,325,1684
"1013",1175,642,1490,1574,1732
"1014",299,726,444,542,1645
"1015",1662,1749,1129,689,905
"1016",982,1909,790,38,1255
"1017",318,424,903,58,1368
"1018",624,959,791,1055,833
"1019",1525,1788,211,76,989
"1020",1303,602,533,1115,1736
"1021",1074,742,251,814,1423
"1022",837,140,427,1692,779
"1023",1673,1488,256,1258,486
"1024",291,704,13,1488,1984
"1025",1686,1377,356,177,1457
"1026",1030,267,1512,797,1197
"1027",1715,1141,373,1627,41
"1028",1608,688,911,49,357
"1029",1382,355,41,1435,1714
"1030",1573,1504,1326,595,114
"1031",1877,1,4,843,931
"1032",869,1799,539,1520,1257
"1033",958,1596,1448,898,1039
"1034",1376,1718,280,1028,855
"1035",1261,1457,601,1991,1014
"1036",197,1906,1797,1221,1333
"1037",1250,882,163,1346,1199
"1038",542,658,613,1861,1343
"1039",1909,500,1388,317,1992
"1040",1056,1081,946,684,1190
"1041",1587,18,15,727,1687
"1042",1690,627,1283,1673,1029
"1043",3,313,627,315,1385
"1044",603,108,667,272,134
"1045",1386,1632,732,72,1657
"1046",565,280,501,839,1095
"1047",1552,69,1769,1948,1287
"1048",964,1334,1499,386,1247
"1049",1627,1936,1773,1276,1211
"1050",1298,1073,991,141,1015
"1051",1995,310,1054,221,1552
"1052",940,40,150,69,361
"1053",949,1947,1159,1890,1603
"1054",988,1006,159,418,991
"1055",1745,954,1578,1913,320
"1056",707,184,1685,805,1164
"1057",334,638,1381,1657,402
"1058",498,1588,302,21,1679
"1059",363,1757,83,1043,1109
"1060",396,1985,377,355,1224
"1061",1835,1060,1533,842,1793
"1062",831,9,288,1894,1134
"1063",933,509,910,1821,1298
"1064",1121,28,52,1509,628
"1065",1024,83,1136,650,265
"1066",1009,1832,1030,50,1767
"1067",1812,352,193,440,1477
"1068",1466,409,78,308,1899
"1069",1651,72,1561,619,1557
"1070",1264,1196,1668,900,1750
"1071",1964,166,1601,1607,1323
"1072",1037,1983,340,1825,431
"1073",558,234,148,371,1642
"1074",1277,370,1704,184,477
"1075",1506,154,984,924,816
"1076",1023,1350,2,1139,578
"1077",833,471,840,531,386
"1078",1076,1342,1607,618,275
"1079",1675,1031,430,1433,1222
"1080",680,1931,1782,550,979
"1081",592,1934,875,1962,165
"1082",67,1212,264,1827,485
"1083",1107,1831,185,171,1302
"1084",243,1511,630,1121,11
"1085",1305,1333,320,1676,290
"1086",570,924,1778,1910,479
"1087",1374,842,1091,235,537
"1088",759,1088,962,173,1958
"1089",1850,478,1282,86,274
"1090",1777,1209,141,46,1246
"1091",1751,144,1318,261,1175
"1092",802,1358,181,119,1324
"1093",1670,1238,1739,683,346
"1094",957,1926,341,1026,1341
"1095",1583,441,1895,77,1112
"1096",841,901,3,1841,1034
"1097",881,600,1804,255,287
"1098",74,933,1740,1308,1819
"1099",1327,73,506,1001,694
"1100",1976,1229,714,679,1595
"1101",131,1992,1713,312,1470
"1102",657,336,581,1147,1917
"1103",963,12,849,232,1321
"1104",328,631,33,1885,1904
"1105",1933,801,534,1263,822
"1106",405,402,245,1852,545
"1107",699,231,1292,155,1456
"1108",827,369,293,1642,1748
"1109",1905,1068,213,1270,915
"1110",1031,1900,923,1335,1890
"1111",1607,1585,1693,1381,294
"1112",500,700,1555,1186,448
"1113",659,919,1725,1850,1293
"1114",566,1437,214,777,1830
"1115",1665,1930,1836,1049,1632
"1116",1103,718,1117,390,1978
"1117",335,1984,1904,441,1129
"1118",598,810,306,305,1271
"1119",82,486,158,451,1572
"1120",1285,1214,1962,354,1357
"1121",338,1041,375,1071,976
"1122",644,1386,1372,1434,1493
"1123",901,282,122,34,1062
"1124",909,1282,1177,1448,1773
"1125",991,667,809,1094,291
"1126",787,147,1591,1604,310
"1127",1823,1516,638,1436,963
"1128",751,795,977,427,315
"1129",951,1140,1960,1313,182
"1130",1917,1025,1823,428,719
"1131",1987,1863,1380,1152,1561
"1132",1197,412,976,1233,883
"1133",633,1778,643,174,554
"1134",507,361,1402,1211,977
"1135",1439,341,1675,585,1326
"1136",560,1344,1102,9,1344
"1137",1969,243,737,545,289
"1138",607,1401,723,416,784
"1139",1769,46,1435,1664,507
"1140",902,1991,1518,687,108
"1141",64,1790,393,250,1866
"1142",522,262,1708,1786,124
"1143",329,4,1074,1556,726
"1144",219,1174,262,811,680
"1145",839,1364,1935,768,716
"1146",862,93,956,1806,1076
"1147",1522,133,1432,1312,52
"1148",1750,1004,1589,1703,579
"1149",1131,457,1976,81,1869
"1150",1008,491,229,535,1234
"1151",1962,902,1516,90,1936
"1152",1700,454,893,249,458
"1153",438,797,657,461,1954
"1154",315,1424,176,593,1435
"1155",1193,1837,644,1769,996
"1156",255,321,853,1110,945
"1157",1344,487,1745,1052,14
"1158",1330,244,1852,1889,583
"1159",1902,736,514,343,1665
"1160",1122,526,449,1967,1335
"1161",233,94,892,190,1139
"1162",466,1259,1083,1685,309
"1163",977,1586,671,1195,837
"1164",1158,1970,1760,851,754
"1165",621,1181,454,1956,1990
"1166",279,1279,919,159,180
"1167",1483,963,1659,640,1496
"1168",342,1451,515,1316,1250
"1169",1072,1798,1592,917,1627
"1170",1071,172,1856,388,162
"1171",1106,1275,127,1891,445
"1172",367,1668,484,657,535
"1173",1731,395,1064,999,1259
"1174",904,639,1908,1691,176
"1175",1926,1747,901,709,1308
"1176",1637,312,394,1968,640
"1177",677,1496,228,712,1745
"1178",1655,1622,30,1696,1549
"1179",283,106,1331,1492,338
"1180",1168,537,1606,1523,1372
"1181",76,879,1273,134,64
"1182",244,1879,1285,7,818
"1183",177,198,14,151,1777
"1184",1048,1207,1098,776,1082
"1185",596,1269,1511,1430,737
"1186",1650,1071,1258,1538,1377
"1187",1036,1406,1531,553,1088
"1188",916,1137,1594,55,1217
"1189",1199,1124,1020,1283,1490
"1190",612,1849,1670,746,1526
"1191",203,1610,776,1175,654
"1192",1083,1711,596,894,648
"1193",1869,1469,1260,1149,602
"1194",476,784,1789,1542,1680
"1195",1906,129,633,150,539
"1196",981,221,1166,1633,780
"1197",1385,1319,1203,1275,1177
"1198",528,680,113,331,420
"1199",1956,945,831,194,1216
"1200",968,1365,1762,1776,587
"1201",1185,1210,1661,1260,549
"1202",953,1216,1300,778,329
"1203",162,1699,795,1809,1751
"1204",726,845,68,1213,1991
"1205",1754,669,80,1979,1703
"1206",898,1989,611,1347,478
"1207",1847,1584,1977,1933,408
"1208",1133,605,1717,1930,42
"1209",186,421,166,1966,253
"1210",1132,1134,1125,186,1442
"1211",97,1020,314,278,1626
"1212",521,1080,226,1929,278
"1213",1840,988,622,692,375
"1214",461,272,1476,197,1494
"1215",1066,1465,639,1123,674
"1216",1089,697,1636,251,943
"1217",1334,1306,702,87,1993
"1218",1982,278,142,1077,980
"1219",1299,334,1156,965,950
"1220",1946,1028,1093,923,1388
"1221",860,1852,1585,1059,1243
"1222",515,993,520,1037,1640
"1223",597,407,1002,475,1228
"1224",906,593,887,827,418
"1225",961,456,1188,1319,1913
"1226",937,1281,344,1232,620
"1227",1357,521,1689,1629,1280
"1228",1213,1096,650,1405,1345
"1229",1367,748,237,635,365
"1230",545,979,576,1465,142
"1231",1657,455,1663,189,718
"1232",1226,814,493,1158,1297
"1233",303,1994,478,1303,708
"1234",703,290,1392,1787,230
"1235",888,1640,1768,1162,308
"1236",362,1022,648,1507,1862
"1237",970,608,1224,466,713
"1238",627,1501,753,1820,679
"1239",1397,1417,1233,1486,1438
"1240",1311,1341,1436,1103,1670
"1241",1707,543,968,694,1424
"1242",537,1225,827,976,664
"1243",1953,1548,1844,1108,1369
"1244",1239,1880,1446,1738,661
"1245",1494,1551,1878,130,684
"1246",1903,1741,488,1900,1685
"1247",161,1024,606,920,959
"1248",772,1345,55,685,633
"1249",786,524,1827,209,908
"1250",978,58,1107,1187,1460
"1251",1932,1321,407,600,1770
"1252",109,338,350,299,113
"1253",571,1838,1299,415,1961
"1254",1542,583,469,1765,1292
"1255",1481,495,559,1274,720
"1256",986,1644,441,1920,1032
"1257",1817,1791,959,1936,194
"1258",811,1982,758,921,917
"1259",1530,643,677,274,663
"1260",1156,1629,1307,1078,1696
"1261",1022,1044,1407,1782,1987
"1262",1006,143,1568,1247,335
"1263",1053,960,184,697,865
"1264",1240,1587,1345,979,1464
"1265",1891,1476,70,1294,1694
"1266",1210,1314,890,907,1658
"1267",1110,677,1759,1424,393
"1268",421,364,1124,468,131
"1269",1999,363,486,93,1847
"1270",1001,217,628,728,1521
"1271",1796,978,1859,350,1299
"1272",1044,896,951,579,455
"1273",1090,112,1981,1168,1245
"1274",842,249,1309,1564,1803
"1275",1143,1236,250,506,741
"1276",955,820,857,358,638
"1277",1418,1862,145,144,63
"1278",256,560,284,1359,652
"1279",1834,1529,871,1745,348
"1280",1165,877,21,726,751
"1281",1645,1612,248,779,321
"1282",652,325,317,1456,909
"1283",722,394,1608,1179,1119
"1284",1395,1675,1259,693,1615
"1285",1356,1576,1640,1243,1262
"1286",1042,284,1877,1896,1500
"1287",246,554,1310,602,1671
"1288",929,1280,29,877,961
"1289",1661,1299,1315,1822,1628
"1290",1003,1135,1593,1999,872
"1291",308,558,1883,1133,810
"1292",176,653,1414,1552,560
"1293",1971,1525,1979,784,1727
"1294",615,1706,69,486,336
"1295",1417,383,1866,598,705
"1296",705,982,1858,540,1837
"1297",669,618,592,211,1614
"1298",492,535,157,1041,403
"1299",1266,1562,1874,837,1078
"1300",1426,1898,1358,1067,953
"1301",1897,1304,1598,1895,1163
"1302",1219,382,1056,1445,1692
"1303",976,23,1726,1004,1142
"1304",743,889,1396,1236,686
"1305",1336,1381,975,1866,1133
"1306",241,728,1938,1404,1263
"1307",400,503,715,862,1621
"1308",1049,466,1508,1697,1236
"1309",632,207,1743,1390,1821
"1310",1091,974,491,1046,772
"1311",803,1714,1688,1637,1898
"1312",1301,158,625,1596,158
"1313",1341,1976,160,988,423
"1314",1208,50,1625,142,1970
"1315",1773,764,1150,611,839
"1316",1821,1686,1322,133,1801
"1317",1764,833,419,1363,1502
"1318",462,1658,1953,483,1005
"1319",1523,1234,1581,1112,1459
"1320",1300,900,131,1905,178
"1321",1435,1219,588,1681,1824
"1322",47,1283,801,518,1937
"1323",449,1477,1001,334,1653
"1324",948,420,1798,457,843
"1325",1871,698,186,1120,523
"1326",1882,1539,583,472,618
"1327",1664,1167,1619,419,940
"1328",1430,1574,879,514,1825
"1329",1070,1188,1457,1752,1882
"1330",1744,1410,767,1307,1348
"1331",1611,1139,1193,1531,1025
"1332",1255,1268,813,1400,398
"1333",393,897,224,94,1605
"1334",402,1695,1654,1764,145
"1335",1863,1271,1340,1320,1051
"1336",720,1802,1848,1911,536
"1337",1775,1637,315,439,874
"1338",1540,1276,225,1116,1318
"1339",1907,418,1008,1506,543
"1340",1504,1826,524,1286,484
"1341",70,1678,1957,710,293
"1342",1649,968,1467,1191,637
"1343",825,1144,662,474,1897
"1344",971,379,1664,1811,1643
"1345",1779,1950,1469,227,1370
"1346",1498,1116,1234,960,728
"1347",1800,994,210,1651,1974
"1348",1108,413,1385,849,1759
"1349",654,1063,84,1109,733
"1350",1220,782,289,214,1330
"1351",1527,445,490,275,1994
"1352",1899,1129,819,1143,53
"1353",310,1554,1665,1468,1319
"1354",605,656,1600,452,614
"1355",365,81,921,1964,721
"1356",549,1370,1870,176,1024
"1357",1198,824,1078,22,923
"1358",1828,985,1048,1790,1346
"1359",1925,1330,1003,276,212
"1360",1501,271,510,1241,376
"1361",1574,641,1204,170,1528
"1362",29,713,40,260,1465
"1363",86,790,1442,66,419
"1364",1347,1921,459,1753,1027
"1365",854,746,1572,1963,1964
"1366",1229,1894,1255,1057,224
"1367",1689,923,713,1073,1386
"1368",65,674,1748,510,690
"1369",821,1519,257,464,1458
"1370",1154,1518,1085,729,1278
"1371",690,1939,1330,718,711
"1372",1444,634,336,1952,1840
"1373",489,1534,342,1704,1416
"1374",327,1244,1214,434,1934
"1375",1780,452,1588,863,851
"1376",137,731,1986,1823,786
"1377",1794,1082,116,1876,383
"1378",1874,884,304,1060,167
"1379",1196,1885,1998,678,1883
"1380",1202,1663,1626,1114,382
"1381",468,1132,1747,264,1578
"1382",873,807,1850,953,1647
"1383",568,202,355,526,209
"1384",1564,822,1007,167,1722
"1385",126,1507,1386,617,731
"1386",14,1735,838,1669,1362
"1387",1236,1030,1109,1146,1930
"1388",867,1412,512,1494,1843
"1389",1550,1374,123,682,983
"1390",1940,1376,1687,160,607
"1391",132,101,1893,1126,966
"1392",298,218,705,1635,1113
"1393",1297,1312,74,1409,1233
"1394",1343,1513,969,337,1056
"1395",1911,1254,73,816,1566
"1396",973,759,1952,946,955
"1397",1585,306,614,191,214
"1398",1099,1026,1992,958,96
"1399",1487,592,1965,1356,1960
"1400",1201,442,1944,885,1551
"1401",823,66,1487,1321,704
"1402",704,1932,578,513,340
"1403",927,1858,1930,1470,246
"1404",782,1289,1014,625,1167
"1405",848,292,1919,1053,862
"1406",1047,1590,1070,1914,544
"1407",1555,996,1587,715,667
"1408",1278,126,582,1124,1013
"1409",813,1198,1869,1379,1274
"1410",1015,571,44,47,797
"1411",556,1971,1666,1550,677
"1412",864,843,1621,149,1126
"1413",778,645,666,626,1215
"1414",851,1700,1012,670,510
"1415",1819,767,294,1700,1099
"1416",1095,1179,832,819,1306
"1417",1384,1484,1265,1970,439
"1418",1273,678,1583,1608,1705
"1419",1789,7,1366,1027,831
"1420",1972,411,364,639,1446
"1421",920,1318,298,1612,969
"1422",512,766,1210,810,252
"1423",1287,585,760,1941,615
"1424",1806,917,1795,103,406
"1425",1967,1651,1701,1957,895
"1426",965,851,220,1909,1880
"1427",1617,53,1807,1420,204
"1428",458,609,1157,145,243
"1429",1032,1533,1727,1615,1041
"1430",229,1908,218,1586,767
"1431",431,1005,1447,394,219
"1432",1421,1466,846,107,886
"1433",1010,1338,591,1975,1570
"1434",1415,258,1382,1590,1836
"1435",1881,1416,170,724,7
"1436",1379,756,736,234,1887
"1437",1719,1820,1544,889,995
"1438",1814,1180,1289,1184,1522
"1439",213,1250,89,129,515
"1440",1575,1329,303,596,1982
"1441",1930,1480,1497,1388,1858
"1442",149,377,954,941,1316
"1443",322,1649,554,1537,450
"1444",1433,1049,1671,367,216
"1445",1424,1011,53,1384,440
"1446",1150,1056,1939,1699,362
"1447",577,156,797,193,595
"1448",391,1919,32,1973,960
"1449",1480,868,762,1534,244
"1450",1589,944,1095,887,161
"1451",1254,518,1439,1864,964
"1452",284,1581,362,1814,1290
"1453",637,943,1185,63,1260
"1454",946,1565,1213,181,377
"1455",1658,1775,1387,1,1084
"1456",1468,603,205,1897,867
"1457",68,1570,1291,1167,1432
"1458",287,162,1730,1284,488
"1459",795,1821,743,641,736
"1460",1326,744,1999,1634,1272
"1461",1735,1702,1590,1304,1764
"1462",94,449,456,1011,174
"1463",866,386,716,978,514
"1464",189,1050,1683,1219,1123
"1465",593,195,1286,1082,1047
"1466",1801,1904,517,1105,197
"1467",590,1257,422,226,503
"1468",1470,1463,1424,1638,412
"1469",412,610,979,39,612
"1470",1159,320,1539,653,20
"1471",420,348,647,1222,717
"1472",504,1915,1398,1874,1677
"1473",1798,525,830,762,122
"1474",911,305,1115,1331,635
"1475",1676,324,1941,1844,658
"1476",1057,328,1834,431,1775
"1477",1815,1667,1488,818,1223
"1478",1092,1635,1978,1855,1681
"1479",12,1672,1158,412,462
"1480",1414,768,1791,804,1241
"1481",564,1360,884,1296,312
"1482",905,606,1437,1173,1900
"1483",1729,852,1295,1125,1166
"1484",683,817,1248,1395,121
"1485",956,749,1686,89,1591
"1486",418,250,25,465,1296
"1487",641,107,1368,903,1510
"1488",1328,1814,1884,1462,1844
"1489",1562,532,1629,985,371
"1490",1170,1705,1657,265,1157
"1491",938,1007,1498,1937,1390
"1492",349,1235,1658,1338,1001
"1493",847,913,1179,519,1398
"1494",1474,846,420,899,281
"1495",1797,956,872,869,1093
"1496",1289,1102,276,1209,1058
"1497",1732,240,1875,916,443
"1498",1242,1359,462,1862,1794
"1499",1985,1766,1805,929,1114
"1500",1593,729,349,1493,1309
"1501",1942,1626,706,1401,934
"1502",152,75,1706,623,592
"1503",1624,714,579,881,591
"1504",1345,735,1099,1599,1818
"1505",439,1326,1209,873,1305
"1506",1510,1988,5,1799,117
"1507",143,544,1383,1983,1238
"1508",1077,1499,147,866,799
"1509",91,623,763,147,1981
"1510",1404,477,1829,1332,1010
"1511",1924,1265,1452,35,85
"1512",84,149,1375,1481,1946
"1513",773,467,1230,932,28
"1514",1259,213,1080,1662,206
"1515",1163,1628,1324,1780,222
"1516",788,947,828,1250,749
"1517",1753,1633,750,28,156
"1518",50,601,1652,1539,999
"1519",1846,168,120,357,1147
"1520",1281,71,1344,949,1832
"1521",1283,1642,1275,799,525
"1522",1216,1945,993,207,1852
"1523",836,1887,1703,789,1686
"1524",1420,788,246,790,125
"1525",1966,887,1831,1382,649
"1526",145,798,839,1397,1723
"1527",572,926,722,1694,1911
"1528",883,850,880,608,1765
"1529",260,844,1880,1439,324
"1530",1280,1923,906,659,247
"1531",1214,927,1445,1851,330
"1532",1139,47,1216,813,624
"1533",579,1808,92,1719,757
"1534",925,1066,546,1805,642
"1535",616,451,659,753,848
"1536",1228,1258,87,1553,1797
"1537",539,857,540,442,850
"1538",1419,1542,1269,247,1560
"1539",962,1290,111,880,1660
"1540",1246,1594,384,751,202
"1541",1878,1836,1892,1680,1328
"1542",1364,279,1554,116,296
"1543",804,1062,1044,1137,150
"1544",1212,493,704,913,228
"1545",1565,1352,97,853,1519
"1546",1443,1245,605,993,1430
"1547",1292,1809,615,521,1176
"1548",1040,360,110,1726,616
"1549",1227,793,511,656,1610
"1550",457,881,1694,830,2000
"1551",1597,549,1108,1249,1153
"1552",1588,393,608,706,819
"1553",1980,1999,847,1847,687
"1554",586,1603,1460,538,1314
"1555",1578,613,1542,1407,1559
"1556",784,941,381,453,297
"1557",1425,760,1128,1987,1455
"1558",56,802,1631,1611,1563
"1559",1839,536,1473,1585,918
"1560",1726,1614,1431,42,752
"1561",1167,1608,985,281,1908
"1562",364,11,1451,1386,1131
"1563",844,1208,1319,1412,748
"1564",771,635,1617,262,1003
"1565",1013,1368,1151,1547,130
"1566",1563,1443,711,505,77
"1567",55,930,136,1337,566
"1568",1445,1051,357,654,937
"1569",1605,1807,118,1899,292
"1570",1446,806,103,1169,1725
"1571",1975,781,1296,1793,481
"1572",262,616,1828,1443,1235
"1573",1900,1110,1426,1467,1253
"1574",81,932,564,644,1311
"1575",1140,1861,376,1310,1148
"1576",324,1373,788,1875,570
"1577",928,14,939,865,236
"1578",1323,965,1215,1485,1120
"1579",296,8,728,502,1546
"1580",1358,1924,1278,1355,597
"1581",454,909,239,1417,19
"1582",671,733,1569,1289,356
"1583",195,1698,1333,1227,1439
"1584",693,1473,804,1075,40
"1585",1461,1773,1564,106,1313
"1586",171,1367,1991,1029,115
"1587",1349,270,674,1374,1445
"1588",1965,1218,1428,655,1023
"1589",1475,1753,642,1181,763
"1590",1041,1659,1134,1040,1132
"1591",1737,1563,1154,1859,1998
"1592",34,1138,95,1734,1874
"1593",1243,225,1374,1711,1158
"1594",1249,1619,1921,1583,512
"1595",1043,79,197,1440,342
"1596",1441,43,1901,1267,1225
"1597",555,1854,924,1178,884
"1598",835,1309,1846,501,531
"1599",1938,384,1444,1119,400
"1600",1824,1185,291,939,325
"1601",744,1113,735,1166,1792
"1602",1403,1331,1170,530,470
"1603",1484,1472,155,1587,1846
"1604",1533,912,1024,1754,1757
"1605",1920,816,1967,208,1140
"1606",626,1696,1464,536,519
"1607",719,691,966,737,813
"1608",280,215,1411,1314,1347
"1609",187,1332,669,1571,1637
"1610",179,1277,1163,426,1288
"1611",985,1553,896,1978,1813
"1612",650,390,392,332,1929
"1613",1183,903,1390,1361,768
"1614",893,1035,646,760,1690
"1615",1856,899,1696,1339,1894
"1616",1354,1953,1104,455,1986
"1617",1189,163,253,102,1935
"1618",1062,404,91,263,391
"1619",899,625,1417,323,1530
"1620",609,20,1207,1543,1734
"1621",373,489,1890,688,702
"1622",87,1592,701,1478,701
"1623",576,1604,1148,1568,1091
"1624",1372,1178,1010,1774,1373
"1625",1391,1869,1699,82,352
"1626",173,699,217,1749,248
"1627",1921,1193,1733,1854,1454
"1628",908,911,920,1623,1771
"1629",1598,1029,310,1644,245
"1630",639,1512,918,1878,1540
"1631",1848,391,528,1453,1291
"1632",1958,581,312,568,1009
"1633",1639,186,898,902,1655
"1634",1545,1843,1316,1378,668
"1635",1829,931,1180,285,714
"1636",1629,774,1370,740,207
"1637",1449,1708,509,408,1244
"1638",1497,1630,1147,492,764
"1639",1244,805,656,783,878
"1640",1161,1305,759,705,250
"1641",594,1161,6,1130,1585
"1642",415,22,1505,673,187
"1643",889,263,1349,233,700
"1644",445,84,1220,1625,1057
"1645",1427,1842,1974,1072,493
"1646",610,838,1142,1277,1443
"1647",1968,1100,241,1619,1471
"1648",1947,434,117,680,685
"1649",525,285,105,698,1279
"1650",1238,541,318,1606,78
"1651",1749,617,11,919,509
"1652",1282,1148,446,1349,798
"1653",175,1875,720,1136,1049
"1654",1352,48,1604,295,1622
"1655",1060,1057,775,1824,932
"1656",1075,1023,874,140,801
"1657",1872,470,751,127,1269
"1658",939,595,106,1431,1542
"1659",518,792,1000,31,975
"1660",1609,417,1624,1988,188
"1661",1684,1094,1225,115,859
"1662",684,569,808,1194,1273
"1663",1915,333,1161,40,1537
"1664",395,1303,932,1234,1289
"1665",1885,676,937,1775,1249
"1666",1559,105,1325,564,44
"1667",1452,151,71,1848,1596
"1668",753,1397,653,61,220
"1669",712,1075,1186,376,363
"1670",1973,97,1614,909,451
"1671",419,777,769,1070,1229
"1672",1412,949,552,1807,1479
"1673",859,683,121,994,34
"1674",640,894,405,878,1128
"1675",1730,1278,945,1446,25
"1676",30,1083,1764,1197,1219
"1677",655,831,1302,836,778
"1678",903,139,1958,1522,1533
"1679",42,245,1493,1724,491
"1680",1359,1689,518,1903,80
"1681",791,770,1232,100,678
"1682",77,1337,189,744,1206
"1683",1399,1673,1514,1759,842
"1684",591,1065,337,120,1802
"1685",944,1514,416,554,1800
"1686",242,189,470,206,286
"1687",532,1566,399,443,1604
"1688",1136,1433,1819,1228,1397
"1689",1436,1734,67,1819,590
"1690",1337,657,818,1202,84
"1691",922,577,1496,1016,1688
"1692",1105,476,400,57,1809
"1693",1783,228,48,703,283
"1694",672,1805,522,1581,1499
"1695",1148,344,1256,320,1281
"1696",1949,778,683,1015,781
"1697",235,1620,604,1940,71
"1698",1184,1371,548,558,1730
"1699",502,538,536,1995,1925
"1700",1381,1434,281,1778,1378
"1701",1002,1390,1785,136,1763
"1702",1591,1489,1602,672,1053
"1703",1785,1408,935,963,1919
"1704",975,1183,499,135,327
"1705",1094,1917,1055,1256,102
"1706",1883,1392,1096,1174,381
"1707",708,690,82,4,1396
"1708",729,1960,434,675,1568
"1709",270,416,747,1588,1466
"1710",1876,1089,1690,470,1672
"1711",1065,1990,1270,1144,1870
"1712",355,1431,1031,934,1741
"1713",325,869,1066,630,1254
"1714",1515,39,851,722,426
"1715",426,981,812,1605,1710
"1716",1473,281,718,1687,1768
"1717",52,687,526,1789,1202
"1718",1612,750,1111,1048,316
"1719",1203,1674,358,1926,1444
"1720",1910,1964,792,1992,1077
"1721",1253,124,824,1884,1901
"1722",201,233,242,1795,1668
"1723",1211,1448,81,91,1105
"1724",1113,1795,1373,590,318
"1725",1747,371,1781,1291,666
"1726",1098,1438,1313,322,1590
"1727",1792,183,535,539,1513
"1728",1537,1710,466,217,625
"1729",559,1952,165,1460,1501
"1730",1118,633,277,503,203
"1731",1832,1454,891,366,723
"1732",662,1922,1638,1626,1918
"1733",35,1070,1348,1595,210
"1734",912,847,467,228,1107
"1735",1710,1136,1864,738,494
"1736",1524,1098,1281,825,392
"1737",1256,362,689,489,372
"1738",1586,1175,42,642,845
"1739",1360,1292,612,541,875
"1740",506,397,1116,165,600
"1741",292,1662,322,44,847
"1742",785,56,527,580,1584
"1743",587,724,492,792,541
"1744",1458,1543,382,432,1110
"1745",1147,1048,283,16,1871
"1746",1416,148,1416,425,1303
"1747",79,1631,1822,870,314
"1748",921,1974,549,838,735
"1749",980,1624,1857,220,1336
"1750",1488,998,967,1731,1617
"1751",404,859,1169,1781,74
